DOI,Title,Year,First author,Found in,OpenAlex API,Indexed in,is_oa,oa_status,oa_url,pdf url,cited by count,citation normalized percentile (value),Concepts,ISSN,Authors,APA reference,Abstract
10.3389/fpsyg.2020.586196,Theoretical and Methodological Considerations for Research on Eating Disorders and Gender,2020,Marie‐Luise Springmann,,https://api.openalex.org/works?filter=doi:10.3389/fpsyg.2020.586196,,true,Gold,https://www.frontiersin.org/articles/10.3389/fpsyg.2020.586196/pdf,,20,0.874662,"Psychology, Eating disorders, Transgender, Gender identity, Perspective (graphical), Sociocultural evolution, Disordered eating, Identity (music), Developmental psychology, Social psychology, Clinical psychology, Sociology, Psychoanalysis, Physics, Artificial intelligence, Computer science, Anthropology, Acoustics",,"Marie‐Luise Springmann, Jennifer Svaldi, Mechthild Kiegelmann","Springmann, M., Svaldi, J., & Kiegelmann, M. (2020). Theoretical and methodological considerations for research on eating disorders and gender. . https://doi.org/10.3389/fpsyg.2020.586196",
10.1016/j.jpeds.2021.09.032,Behavioral Health Diagnoses in Youth with Gender Dysphoria Compared with Controls: A PEDSnet Study,2021,Marissa Nunes-Moreno,,https://api.openalex.org/works?filter=doi:10.1016/j.jpeds.2021.09.032,,true,Green,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8828680,,38,0.856925,"Gender dysphoria, Dysphoria, Odds, Psychiatry, Odds ratio, Medicine, Clinical psychology, Psychology, Logistic regression, Anxiety, Transgender, Internal medicine, Psychoanalysis",,"Marissa Nunes-Moreno, Cindy Buchanan, F. Sessions Cole, Shanlee Davis, Amanda F. Dempsey, Nadia Dowshen, Anna Furniss, Anne E. Kazak, Anna J. Kerlek, Peter A. Margolis, Laura Pyle, Hanieh Razzaghi, Daniel Reirden, Beth I. Schwartz, Gina M. Sequeira, Natalie Nokoff","Nunes-Moreno, M., Buchanan, C., Cole, F. S., Davis, S., Dempsey, A. F., Dowshen, N., Furniss, A., Kazak, A. E., Kerlek, A. J., Margolis, P. A., Pyle, L., Razzaghi, H., Reirden, D., Schwartz, B. I., Sequeira, G. M., & Nokoff, N. (2021). Behavioral health diagnoses in youth with gender dysphoria compared with controls: a pedsnet study. . https://doi.org/10.1016/j.jpeds.2021.09.032",
10.1016/j.eatbeh.2020.101381,Community norms for the Eating Disorder Examination Questionnaire (EDE-Q) among transgender men and women,2020,Jason M. Nagata,,https://api.openalex.org/works?filter=doi:10.1016/j.eatbeh.2020.101381,,true,Hybrid,https://doi.org/10.1016/j.eatbeh.2020.101381,,123,0.999971,"Psychology, Transgender, Transgender Person, Clinical psychology, Eating disorders, Developmental psychology, Psychoanalysis",,"Jason M. Nagata, Stuart B. Murray, Emilio J. Compte, Erica Pak, Rebecca Schauer, Annesa Flentje, Matthew R. Capriotti, Micah E. Lubensky, Mitchell R. Lunn, Juno Obedin‐Maliver","Nagata, J. M., Murray, S. B., Compte, E. J., Pak, E., Schauer, R., Flentje, A., Capriotti, M. R., Lubensky, M. E., Lunn, M. R., & Obedin‐Maliver, J. (2020). Community norms for the eating disorder examination questionnaire (ede-q) among transgender men and women. . https://doi.org/10.1016/j.eatbeh.2020.101381",
10.3390/ijerph20021156,"“How Do I Exist in This Body…That’s Outside of the Norm?” Trans and Nonbinary Experiences of Conformity, Coping, and Connection in Atypical Anorexia",2023,Erin Harrop,,https://api.openalex.org/works?filter=doi:10.3390/ijerph20021156,,true,Gold,https://www.mdpi.com/1660-4601/20/2/1156/pdf?version=1674024658,,19,0.999965,"Psychology, Thematic analysis, Coping (psychology), Disconnection, Anorexia, Qualitative research, Social support, Conformity, Vulnerability (computing), Social psychology, Clinical psychology, Developmental psychology, Medicine, Sociology, Social science, Computer security, Political science, Computer science, Internal medicine, Law",,"Erin Harrop, Hillary K. Hecht, Vern Harner, Jarrod Call, Brendon T. Holloway","Harrop, E., Hecht, H. K., Harner, V., Call, J., & Holloway, B. T. (2023). “how do i exist in this body…that’s outside of the norm?” trans and nonbinary experiences of conformity, coping, and connection in atypical anorexia. . https://doi.org/10.3390/ijerph20021156",
10.1016/j.socscimed.2022.114956,Cumulative exposure to state-level structural sexism and risk of disordered eating: Results from a 20-year prospective cohort study,2022,Ariel L. Beccia,,https://api.openalex.org/works?filter=doi:10.1016/j.socscimed.2022.114956,,true,Green,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9167701,,27,0.999965,"Prospective cohort study, Cohort, Medicine, Cohort study, Demography, Environmental health, Psychology, Gerontology, Sociology, Surgery, Internal medicine",,"Ariel L. Beccia, S. Bryn Austin, Jonggyu Baek, Madina Agénor, Sarah Forrester, Eric Ding, Bill M. Jesdale, Kate L. Lapane","Beccia, A. L., Austin, S. B., Baek, J., Agénor, M., Forrester, S., Ding, E., Jesdale, B. M., & Lapane, K. L. (2022). Cumulative exposure to state-level structural sexism and risk of disordered eating: results from a 20-year prospective cohort study. . https://doi.org/10.1016/j.socscimed.2022.114956",
10.1002/eat.23978,Investigating the factor structure and measurement invariance of the <scp>Eating Disorder Examination‐Questionnaire</scp> (<scp>EDE‐Q</scp>) in a community sample of gender minority adults from the <scp>United States</scp>,2023,Jason M. Nagata,,https://api.openalex.org/works?filter=doi:10.1002/eat.23978,,true,Hybrid,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/eat.23978,,18,0.999965,"Cronbach's alpha, Psychology, Measurement invariance, Transgender, Confirmatory factor analysis, Eating disorders, Clinical psychology, Sexual minority, Sexual orientation, Structural equation modeling, Psychometrics, Social psychology, Statistics, Mathematics, Psychoanalysis",,"Jason M. Nagata, Emilio J. Compte, F. Hunter McGuire, Tiffany A. Brown, Jason M. Lavender, Stuart B. Murray, Matthew R. Capriotti, Annesa Flentje, Micah E. Lubensky, Mitchell R. Lunn, Juno Obedin‐Maliver","Nagata, J. M., Compte, E. J., McGuire, F. H., Brown, T. A., Lavender, J. M., Murray, S. B., Capriotti, M. R., Flentje, A., Lubensky, M. E., Lunn, M. R., & Obedin‐Maliver, J. (2023). Investigating the factor structure and measurement invariance of the <scp>eating disorder examination‐questionnaire</scp> (<scp>ede‐q</scp>) in a community sample of gender minority adults from the <scp>united states</scp>. . https://doi.org/10.1002/eat.23978",
10.1038/s43856-024-00704-7,The impact of gender-affirming interventions on eating disorder diagnosis risk among transgender and gender-diverse individuals,2024,Matthew Loria,,https://api.openalex.org/works?filter=doi:10.1038/s43856-024-00704-7,,true,Gold,https://doi.org/10.1038/s43856-024-00704-7,,0,0.0,"Transgender, Psychological intervention, Psychology, Gender dysphoria, Transgender Person, Gender identity, Eating disorders, Clinical psychology, Disordered eating, Psychiatry, Social psychology, Psychoanalysis",,"Matthew Loria, Tomasz Tabernacki, Elad Fraiman, Jaime Pérez, Jessica Abou Zeki, Julia Palozzi, Carly Goldblatt, Shubham Gupta, Kirtishri Mishra, Megan McNamara, Swagata Banik","Loria, M., Tabernacki, T., Fraiman, E., Pérez, J., Zeki, J. A., Palozzi, J., Goldblatt, C., Gupta, S., Mishra, K., McNamara, M., & Banik, S. (2024). The impact of gender-affirming interventions on eating disorder diagnosis risk among transgender and gender-diverse individuals. . https://doi.org/10.1038/s43856-024-00704-7",
10.1007/s10508-025-03176-5,Gender Dysphoria and Detransitioning in Adults: An Analysis of Nine Patients from a Gender Identity Clinic from Finland,2025,Kaisa Kettula,,https://api.openalex.org/works?filter=doi:10.1007/s10508-025-03176-5,,true,Hybrid,https://doi.org/10.1007/s10508-025-03176-5,,0,,"Gender dysphoria, Gender Identity Disorder, Regret, Transgender, Psychology, Psychiatry, Clinical psychology, Sexual abuse, Public health, Gender identity, Medicine, Poison control, Suicide prevention, Social psychology, Nursing, Environmental health, Machine learning, Computer science, Psychoanalysis",,"Kaisa Kettula, Niina Puustinen, Lotta Tynkkynen, Liisa Lempinen, Katinka Tuisku","Kettula, K., Puustinen, N., Tynkkynen, L., Lempinen, L., & Tuisku, K. (2025). Gender dysphoria and detransitioning in adults: an analysis of nine patients from a gender identity clinic from finland. . https://doi.org/10.1007/s10508-025-03176-5",
10.2196/41199,Rationale and Design of an Ecological Momentary Assessment Study Examining Predictors of Binge Eating Among Sexual Minority and Heterosexual Young Women: Protocol for the Health and Experiences in Real Life (HER Life) Study,2022,Kristin E. Heron,,https://api.openalex.org/works?filter=doi:10.2196/41199,,true,Gold,https://jmir.org/api/download?alt_name=resprot_v11i10e41199_app1.pdf&filename=458cc72b48db1fe40a966cfb506ab557.pdf,,3,0.652784,"Sexual minority, Lesbian, Psychology, Minority stress, Binge eating, Health equity, Transgender, Reproductive health, Affect (linguistics), Clinical psychology, Public health, Eating disorders, Medicine, Population, Nursing, Environmental health, Communication, Psychoanalysis",,"Kristin E. Heron, Abby L. Braitman, Charlotte A. Dawson, Cassidy M. Sandoval, Lauren Butler, Alicia Moulder, Robin J. Lewis","Heron, K. E., Braitman, A. L., Dawson, C. A., Sandoval, C. M., Butler, L., Moulder, A., & Lewis, R. J. (2022). Rationale and design of an ecological momentary assessment study examining predictors of binge eating among sexual minority and heterosexual young women: protocol for the health and experiences in real life (her life) study. . https://doi.org/10.2196/41199",
10.7759/cureus.16140,Acute Pancreatitis in the Transgender Population,2021,Arslan Chaudhry,,https://api.openalex.org/works?filter=doi:10.7759/cureus.16140,,true,Gold,https://www.cureus.com/articles/63707-acute-pancreatitis-in-the-transgender-population.pdf,,3,0.630546,"Medicine, Acute pancreatitis, Hypertriglyceridemia, Pancreatitis, Internal medicine, Gastroenterology, Population, Diabetes mellitus, Rosiglitazone, Insulin, Surgery, Endocrinology, Triglyceride, Cholesterol, Environmental health",,"Arslan Chaudhry, Rishitha Yelisetti, Christopher Millet, Christopher Biggiani, Shivanck Upadhyay","Chaudhry, A., Yelisetti, R., Millet, C., Biggiani, C., & Upadhyay, S. (2021). Acute pancreatitis in the transgender population. . https://doi.org/10.7759/cureus.16140",
10.3390/ijerph22020152,"Cross-Sectional Relationships Between Gender, Disordered Eating Behaviors, and Suicide Among High Schoolers in Colorado",2025,Avery M. Anderson,,https://api.openalex.org/works?filter=doi:10.3390/ijerph22020152,,true,Gold,https://doi.org/10.3390/ijerph22020152,,0,0.0,"Disordered eating, Transgender, Psychology, Suicidal ideation, Moderation, Clinical psychology, Population, Poison control, Suicide prevention, Logistic regression, Eating disorders, Demography, Medicine, Environmental health, Social psychology, Sociology, Internal medicine, Psychoanalysis",,"Avery M. Anderson, Sophie Rosenberg, Heather Schier, Sarah K. Eskew, Scott B. Harpin, Ashley Brooks‐Russell, Christina J. Sun","Anderson, A. M., Rosenberg, S., Schier, H., Eskew, S. K., Harpin, S. B., Brooks‐Russell, A., & Sun, C. J. (2025). Cross-sectional relationships between gender, disordered eating behaviors, and suicide among high schoolers in colorado. . https://doi.org/10.3390/ijerph22020152",
10.1002/jclp.23764,"Internalized Transnegativity, Self‐Warmth, Self‐Coldness, and Eating Disorder Symptomatology Among Transgender and Nonbinary Adults",2025,Sarah McArthur,,https://api.openalex.org/works?filter=doi:10.1002/jclp.23764,,true,Hybrid,https://doi.org/10.1002/jclp.23764,,0,0.0,"Psychology, Transgender, Eating disorders, Clinical psychology, Transgender Person, Psychotherapist, Psychiatry, Developmental psychology, Psychoanalysis",,"Sarah McArthur, Suzanne McLaren, Peter Goldie","McArthur, S., McLaren, S., & Goldie, P. (2025). Internalized transnegativity, self‐warmth, self‐coldness, and eating disorder symptomatology among transgender and nonbinary adults. . https://doi.org/10.1002/jclp.23764",
10.1016/j.eatbeh.2025.101993,Community norms of the Eating Pathology Symptoms Inventory (EPSI) in transgender and gender-diverse adults,2025,Jason M. Nagata,,https://api.openalex.org/works?filter=doi:10.1016/j.eatbeh.2025.101993,,true,Hybrid,https://doi.org/10.1016/j.eatbeh.2025.101993,,0,0.0,"Transgender, Psychology, Eating disorders, Transgender Person, Gender identity, Disordered eating, Clinical psychology, Social psychology, Psychoanalysis",,"Jason M. Nagata, Christopher D. Otmar, Christopher M. Lee, Emilio J. Compte, Jason M. Lavender, Tiffany A. Brown, Kelsie T. Forbush, Annesa Flentje, Micah E. Lubensky, Mitchell R. Lunn, Juno Obedin‐Maliver","Nagata, J. M., Otmar, C. D., Lee, C. M., Compte, E. J., Lavender, J. M., Brown, T. A., Forbush, K. T., Flentje, A., Lubensky, M. E., Lunn, M. R., & Obedin‐Maliver, J. (2025). Community norms of the eating pathology symptoms inventory (epsi) in transgender and gender-diverse adults. . https://doi.org/10.1016/j.eatbeh.2025.101993",
10.1037/pas0000996,Measurement and construct validity of the Eating Disorder Examination Questionnaire Short Form in a transgender and gender diverse community sample.,2021,Mary E. Duffy,,https://api.openalex.org/works?filter=doi:10.1037/pas0000996,,true,Bronze,https://doi.org/10.1037/pas0000996,,24,0.999972,"Transgender, Psychology, Construct validity, Construct (python library), Sample (material), Test validity, Clinical psychology, Psychometrics, Criterion validity, Developmental psychology, Psychoanalysis, Chemistry, Chromatography, Computer science, Programming language",,"Mary E. Duffy, Jerel P. Calzo, Ethan Lopez, Scout Silverstein, Thomas E. Joiner, Allegra R. Gordon","Duffy, M. E., Calzo, J. P., Lopez, E., Silverstein, S., Joiner, T. E., & Gordon, A. R. (2021). Measurement and construct validity of the eating disorder examination questionnaire short form in a transgender and gender diverse community sample.. . https://doi.org/10.1037/pas0000996",
10.1186/s40337-025-01215-z,"Avoidant/restrictive food intake disorder (ARFID) symptoms in gender diverse adults and their relation to autistic traits, ADHD traits, and sensory sensitivities",2025,Kai S. Thomas,,https://api.openalex.org/works?filter=doi:10.1186/s40337-025-01215-z,,true,Gold,https://doi.org/10.1186/s40337-025-01215-z,,1,0.999843,"Autistic traits, Sensory system, Sensory processing, Psychology, Autism spectrum disorder, Autism, Developmental psychology, Clinical psychology, Cognitive psychology",,"Kai S. Thomas, Jennifer Keating, Alison Ross, Kate Cooper, Catherine R. G. Jones","Thomas, K. S., Keating, J., Ross, A., Cooper, K., & Jones, C. R. G. (2025). Avoidant/restrictive food intake disorder (arfid) symptoms in gender diverse adults and their relation to autistic traits, adhd traits, and sensory sensitivities. . https://doi.org/10.1186/s40337-025-01215-z",
10.1016/j.socscimed.2024.116836,“That’s not at all what I needed” trans adults' perspectives on trans-affirming primary care and eating disorders,2024,Emil K. Smith,,https://api.openalex.org/works?filter=doi:10.1016/j.socscimed.2024.116836,,true,Hybrid,https://doi.org/10.1016/j.socscimed.2024.116836,,2,0.832244,"Transgender, Thematic analysis, Qualitative research, Focus group, Context (archaeology), Primary care, Medicine, Disordered eating, Stigma (botany), Health care, Eating disorders, Psychology, Gerontology, Family medicine, Nursing, Gender studies, Clinical psychology, Psychiatry, Sociology, Social science, Anthropology, Economics, Biology, Economic growth, Paleontology",,"Emil K. Smith, Erin Harrop","Smith, E. K. & Harrop, E. (2024). “that’s not at all what i needed” trans adults' perspectives on trans-affirming primary care and eating disorders. . https://doi.org/10.1016/j.socscimed.2024.116836","Transgender and gender diverse adults, referred to collectively as trans, experience eating disorders (EDs) at high rates and struggle to find primary care providers (PCPs) knowledgeable in both gender-affirming care and EDs. Most research regarding healthcare experiences of trans people with EDs focuses on specialized treatment. This qualitative study explored the experiences of trans patients with ED symptoms in trans-affirming primary care, which offers clinical support for gender affirmation in the context of interpersonally gender-affirming primary care services. Twenty-two participants were recruited via social media to participate in focus groups (n = 5). Researchers utilized thematic analysis. Participants reported gender-affirming and non-affirming experiences, experienced unwelcome comments from providers regarding bodies and gender, encountered barriers to disclosing their ED symptoms, felt transition-related medical care supported recovery but did not always resolve their ED symptoms, felt they had to self-advocate, and wanted their providers to recognize them as whole people (beyond their ED and transness) who experience joy. Importantly, despite being trans-affirming, participants critiqued trans-affirming primary care as perpetuating weight stigma and binary gender norms. Participants recommended providers receive ED training, implement universal ED screening, and explore how sociocultural norms regarding weight and gender negatively impact trans health outcomes. © 2024 Elsevier Ltd"
10.1186/s40337-022-00642-6,Characterizing cheat meals among a national sample of Canadian adolescents and young adults,2022,Kyle T. Ganson,,https://api.openalex.org/works?filter=doi:10.1186/s40337-022-00642-6,,true,Gold,https://jeatdisord.biomedcentral.com/counter/pdf/10.1186/s40337-022-00642-6,,18,0.999965,"Psychopathology, Psychology, Young adult, Calorie, Disordered eating, Salience (neuroscience), Eating disorders, Clinical psychology, Medicine, Developmental psychology, Endocrinology, Cognitive psychology",,"Kyle T. Ganson, Mitchell L. Cunningham, Eva Pila, Rachel F. Rodgers, Stuart B. Murray, Jason M. Nagata","Ganson, K. T., Cunningham, M. L., Pila, E., Rodgers, R. F., Murray, S. B., & Nagata, J. M. (2022). Characterizing cheat meals among a national sample of canadian adolescents and young adults. . https://doi.org/10.1186/s40337-022-00642-6",
