DOI,Title,Year,First author,Found in,OpenAlex API,Indexed in,is_oa,oa_status,oa_url,pdf url,cited by count,citation normalized percentile (value),Concepts,ISSN,Authors,APA reference,Abstract
10.1002/eat.24195,Comparing eating disorder treatment outcomes of transgender and gender diverse adolescents with those of cisgender adolescents,2024,Megan Riddle,,https://api.openalex.org/works?filter=doi:10.1002/eat.24195,,false,Closed,,,3,0.999967,"Confidence interval, Anxiety, Odds ratio, Depression (economics), Medicine, Internal medicine, Psychology, Psychiatry, Economics, Macroeconomics",,"Megan Riddle, Dan V. Blalock, Lee Robertson, Alan Duffy, Daniel Le Grange, Philip S. Mehler, Renee D. Rienecke, Thomas E. Joiner","Riddle, M., Blalock, D. V., Robertson, L., Duffy, A., Grange, D. L., Mehler, P. S., Rienecke, R. D., & Joiner, T. E. (2024). Comparing eating disorder treatment outcomes of transgender and gender diverse adolescents with those of cisgender adolescents. . https://doi.org/10.1002/eat.24195",
10.1016/j.eatbeh.2022.101681,Intermittent fasting: Describing engagement and associations with eating disorder behaviors and psychopathology among Canadian adolescents and young adults,2022,Kyle T. Ganson,,https://api.openalex.org/works?filter=doi:10.1016/j.eatbeh.2022.101681,,false,Closed,,,25,0.999949,"Psychopathology, Psychology, Young adult, Clinical psychology, Transgender, Eating disorders, Intermittent fasting, Psychiatry, Developmental psychology, Neuroscience, Psychoanalysis",,"Kyle T. Ganson, Kelly Cuccolo, Laura Hallward, Jason M. Nagata","Ganson, K. T., Cuccolo, K., Hallward, L., & Nagata, J. M. (2022). Intermittent fasting: describing engagement and associations with eating disorder behaviors and psychopathology among canadian adolescents and young adults. . https://doi.org/10.1016/j.eatbeh.2022.101681",
10.1089/lgbt.2019.0354,Disordered Eating Among Trans-Masculine Youth: Considerations Through a Developmental Lens,2020,Rebecca C. Kamody,,https://api.openalex.org/works?filter=doi:10.1089/lgbt.2019.0354,,false,Closed,,,11,0.874662,"Eating disorders, Conceptualization, Psychology, Intervention (counseling), Disordered eating, Developmental psychology, Clinical psychology, Expression (computer science), Psychiatry, Artificial intelligence, Computer science, Programming language",,"Rebecca C. Kamody, Kimberly A. Yonkers, Emily Pluhar, Christy L. Olezeski","Kamody, R. C., Yonkers, K. A., Pluhar, E., & Olezeski, C. L. (2020). Disordered eating among trans-masculine youth: considerations through a developmental lens. . https://doi.org/10.1089/lgbt.2019.0354",
10.1089/lgbt.2020.0308,"Disordered Eating, Food Insecurity, and Weight Status Among Transgender and Gender Nonbinary Youth and Young Adults: A Cross-Sectional Study Using a Nutrition Screening Protocol",2021,Whitney Linsenmeyer,,https://api.openalex.org/works?filter=doi:10.1089/lgbt.2020.0308,,false,Closed,https://digitalcommons.wustl.edu/cgi/viewcontent.cgi?article=11672&context=open_access_pubs,,40,0.843045,"Underweight, Transgender, Overweight, Medicine, Cross-sectional study, Body mass index, Eating disorders, Demography, Clinical psychology, Gerontology, Psychology, Pathology, Sociology, Psychoanalysis",,"Whitney Linsenmeyer, Ian M. Katz, Jamie L. Reed, Andrea Giedinghagen, Christopher B. Lewis, Sarah Garwood","Linsenmeyer, W., Katz, I. M., Reed, J. L., Giedinghagen, A., Lewis, C. B., & Garwood, S. (2021). Disordered eating, food insecurity, and weight status among transgender and gender nonbinary youth and young adults: a cross-sectional study using a nutrition screening protocol. . https://doi.org/10.1089/lgbt.2020.0308",
10.1089/trgh.2021.0021,Validation of the Nine-Item Avoidant/Restrictive Food Intake Disorder Screen Among Transgender and Nonbinary Youth and Young Adults,2021,Hana F. Zickgraf,,https://api.openalex.org/works?filter=doi:10.1089/trgh.2021.0021,,false,Closed,,,22,0.725279,"Convergent validity, Psychology, Anthropometry, Confirmatory factor analysis, Clinical psychology, Generalized anxiety disorder, Eating disorders, Population, Anxiety, Psychiatry, Structural equation modeling, Medicine, Psychometrics, Internal consistency, Environmental health, Internal medicine, Statistics, Mathematics",,"Hana F. Zickgraf, Sarah Garwood, Christopher B. Lewis, Andrea Giedinghagen, Jamie L. Reed, Whitney Linsenmeyer","Zickgraf, H. F., Garwood, S., Lewis, C. B., Giedinghagen, A., Reed, J. L., & Linsenmeyer, W. (2021). Validation of the nine-item avoidant/restrictive food intake disorder screen among transgender and nonbinary youth and young adults. . https://doi.org/10.1089/trgh.2021.0021",
10.1016/j.eatbeh.2021.101477,Correlates of disordered eating among gay men in Lebanon,2021,Mohamad Naamani,,https://api.openalex.org/works?filter=doi:10.1016/j.eatbeh.2021.101477,,false,Closed,,,7,0.843045,"Shame, Disordered eating, Psychology, Lesbian, Objectification, Socioeconomic status, Social connectedness, Multilevel model, Minority stress, Clinical psychology, Transgender, Moderation, Social psychology, Developmental psychology, Eating disorders, Demography, Sexual minority, Population, Philosophy, Epistemology, Machine learning, Sociology, Computer science, Psychoanalysis",,"Mohamad Naamani, Fatimah El Jamil","Naamani, M. & Jamil, F. E. (2021). Correlates of disordered eating among gay men in lebanon. . https://doi.org/10.1016/j.eatbeh.2021.101477",
10.1007/s40519-021-01222-4,Sexual and gender minority individuals report higher rates of lifetime traumas and current PTSD than cisgender heterosexual individuals admitted to residential eating disorder treatment,2021,Timothy D. Brewerton,,https://api.openalex.org/works?filter=doi:10.1007/s40519-021-01222-4,,false,Closed,,,27,0.856925,"Transgender, Clinical psychology, Sexual minority, Lesbian, Psychology, Population, Posttraumatic stress, Psychiatry, Sexual orientation, Anxiety, Checklist, Medicine, Psychoanalysis, Cognitive psychology, Social psychology, Environmental health",,"Timothy D. Brewerton, Giulia Suro, Ismael Gavidia, Molly M. Perlman","Brewerton, T. D., Suro, G., Gavidia, I., & Perlman, M. M. (2021). Sexual and gender minority individuals report higher rates of lifetime traumas and current ptsd than cisgender heterosexual individuals admitted to residential eating disorder treatment. . https://doi.org/10.1007/s40519-021-01222-4",
10.1016/j.bodyim.2023.101667,What is needed for eating disorder prevention for transgender and gender diverse young adults? Findings from asynchronous online focus groups,2023,Allegra R. Gordon,,https://api.openalex.org/works?filter=doi:10.1016/j.bodyim.2023.101667,,false,Closed,,,3,0.803834,"Transgender, Psychology, Focus group, Thematic analysis, Intervention (counseling), Clinical psychology, Medical education, Developmental psychology, Gerontology, Qualitative research, Medicine, Psychiatry, Marketing, Psychoanalysis, Business, Social science, Sociology",,"Allegra R. Gordon, Savannah R. Roberts, Scout Silverstein, Kelsey L. Rose, Ethan Lopez, Jerel P. Calzo","Gordon, A. R., Roberts, S. R., Silverstein, S., Rose, K. L., Lopez, E., & Calzo, J. P. (2023). What is needed for eating disorder prevention for transgender and gender diverse young adults? findings from asynchronous online focus groups. . https://doi.org/10.1016/j.bodyim.2023.101667",
10.1016/j.jand.2020.09.032,Results of an Online Survey about Food Insecurity and Eating Disorder Behaviors Administered to a Volunteer Sample of Self-Described LGBTQ+ Young Adults Aged 18 to 35 Years,2020,Andrea Y. Arikawa,,https://api.openalex.org/works?filter=doi:10.1016/j.jand.2020.09.032,,false,Closed,,,37,0.789534,"Psychology, Clinical psychology, Lesbian, Anxiety, Transgender, Eating disorders, Demography, Psychiatry, Sociology, Psychoanalysis",,"Andrea Y. Arikawa, Jenifer Ross, Lauri Wright, M. Elmore, Alana Marrero Gonzalez, Taylor C. Wallace","Arikawa, A. Y., Ross, J., Wright, L., Elmore, M., Gonzalez, A. M., & Wallace, T. C. (2020). Results of an online survey about food insecurity and eating disorder behaviors administered to a volunteer sample of self-described lgbtq+ young adults aged 18 to 35 years. . https://doi.org/10.1016/j.jand.2020.09.032",
10.1177/0020764020950775,Mental illnesses and related vulnerabilities in the Hijra community: A cross-sectional study from India,2020,Deepak Sartaj,,https://api.openalex.org/works?filter=doi:10.1177/0020764020950775,,false,Closed,,,20,0.887242,"Psychosocial, Psychology, Mental health, Psychiatry, Anxiety, Substance abuse, Clinical psychology, Sexual orientation, Sexual abuse, Transgender, Poison control, Suicide prevention, Medicine, Environmental health, Social psychology, Psychoanalysis",,"Deepak Sartaj, Vijay Krishnan, Ravindra Rao, Atul Ambekar, Neeraj Dhingra, Pratap Sharan","Sartaj, D., Krishnan, V., Rao, R., Ambekar, A., Dhingra, N., & Sharan, P. (2020). Mental illnesses and related vulnerabilities in the hijra community: a cross-sectional study from india. . https://doi.org/10.1177/0020764020950775",
10.1136/archdischild-2024-327992,Epidemiology of gender dysphoria and gender incongruence in children and young people attending primary care practices in England: retrospective cohort study,2025,Stuart Jarvis,,https://api.openalex.org/works?filter=doi:10.1136/archdischild-2024-327992,,false,Closed,https://doi.org/10.1136/archdischild-2024-327992,,4,0.999912,"Gender dysphoria, Medicine, Dysphoria, Anxiety, Depression (economics), Psychiatry, Incidence (geometry), Epidemiology, Clinical psychology, Transgender, Psychology, Internal medicine, Physics, Psychoanalysis, Optics, Economics, Macroeconomics",,"Stuart Jarvis, Lorna Fraser, Trilby Langton, Catherine Hewitt, Tim Doran","Jarvis, S., Fraser, L., Langton, T., Hewitt, C., & Doran, T. (2025). Epidemiology of gender dysphoria and gender incongruence in children and young people attending primary care practices in england: retrospective cohort study. . https://doi.org/10.1136/archdischild-2024-327992",
10.1016/j.beth.2022.02.006,Disordered Eating and Body Dissatisfaction in Transgender and Gender-Expansive Adults: An Evaluation and Integration of the Gender Minority Stress and Resilience and Tripartite Influence Models,2022,Laura A. Muratore,,https://api.openalex.org/works?filter=doi:10.1016/j.beth.2022.02.006,,false,Closed,,,21,0.807658,"Disordered eating, Transgender, Psychology, Expansive, Pride, Minority stress, Clinical psychology, Eating disorders, Psychological resilience, Developmental psychology, Social psychology, Sexual minority, Sexual orientation, Compressive strength, Materials science, Political science, Psychoanalysis, Law, Composite material",,"Laura A. Muratore, Annesa Flentje, David Schuster, Matthew R. Capriotti","Muratore, L. A., Flentje, A., Schuster, D., & Capriotti, M. R. (2022). Disordered eating and body dissatisfaction in transgender and gender-expansive adults: an evaluation and integration of the gender minority stress and resilience and tripartite influence models. . https://doi.org/10.1016/j.beth.2022.02.006",
10.1080/07448481.2025.2510687,"Examining racial-ethnic and gender differences in the associations between resilience, psychological inflexibility, and eating disorders",2025,Zoya Khalil,,https://api.openalex.org/works?filter=doi:10.1080/07448481.2025.2510687,,false,Closed,,,0,0.0,"Ethnic group, Psychological resilience, Psychology, Flexibility (engineering), Clinical psychology, Transgender, Protective factor, Gerontology, Medicine, Social psychology, Sociology, Anthropology, Statistics, Mathematics, Psychoanalysis, Internal medicine",,"Zoya Khalil, Tyler B. Mason, Kathryn E. Smith","Khalil, Z., Mason, T. B., & Smith, K. E. (2025). Examining racial-ethnic and gender differences in the associations between resilience, psychological inflexibility, and eating disorders. . https://doi.org/10.1080/07448481.2025.2510687",
10.1002/eat.24089,"Intersecting gender identity and racial/ethnic inequities in eating disorder risk factors, symptoms, and diagnosis among U.S. college students: An intersectional multilevel analysis of individual heterogeneity and discriminatory accuracy",2023,Allegra R. Gordon,,https://api.openalex.org/works?filter=doi:10.1002/eat.24089,,false,Closed,,,10,0.800509,"Ethnic group, Intersectionality, Demography, Moderation, Multilevel model, Logistic regression, Race (biology), Transgender, Medicine, Population, Psychology, Gerontology, Clinical psychology, Social psychology, Sociology, Gender studies, Computer science, Psychoanalysis, Machine learning, Anthropology, Internal medicine",,"Allegra R. Gordon, Ariel L. Beccia, Natalie Egan, Sarah Ketchen Lipson","Gordon, A. R., Beccia, A. L., Egan, N., & Lipson, S. K. (2023). Intersecting gender identity and racial/ethnic inequities in eating disorder risk factors, symptoms, and diagnosis among u.s. college students: an intersectional multilevel analysis of individual heterogeneity and discriminatory accuracy. . https://doi.org/10.1002/eat.24089",
10.1080/10640266.2024.2347750,LGBTQ+ outpatients present to eating disorder treatment earlier and with more severe depressive symptoms than cisgender heterosexual peers,2024,Matthew F. Murray,,https://api.openalex.org/works?filter=doi:10.1080/10640266.2024.2347750,,false,Closed,,,0,0.0,"Depressive symptoms, Psychology, Clinical psychology, Psychiatry, Anxiety",,"Matthew F. Murray, Heather A. Davis, Jennifer E. Wildes","Murray, M. F., Davis, H. A., & Wildes, J. E. (2024). Lgbtq+ outpatients present to eating disorder treatment earlier and with more severe depressive symptoms than cisgender heterosexual peers. . https://doi.org/10.1080/10640266.2024.2347750",
10.1177/00099228231200754,"The Sick, Control, One Stone, Fat, Food (SCOFF) is a Valid Eating Disorder Questionnaire to Use With Transgender Youth",2023,Whitney Linsenmeyer,,https://api.openalex.org/works?filter=doi:10.1177/00099228231200754,,false,Closed,,,5,0.569192,"Medicine, Transgender, Eating disorders, Clinical psychology, Psychiatry, Binge-eating disorder, Confirmatory factor analysis, Generalized anxiety disorder, Gender dysphoria, Anxiety, Psychology, Structural equation modeling, Bulimia nervosa, Statistics, Mathematics, Psychoanalysis",,"Whitney Linsenmeyer, Dana Stiles, Sarah Garwood, Andrea Giedinghagen, Christopher Alan Lewis, Gretta Strand","Linsenmeyer, W., Stiles, D., Garwood, S., Giedinghagen, A., Lewis, C. A., & Strand, G. (2023). The sick, control, one stone, fat, food (scoff) is a valid eating disorder questionnaire to use with transgender youth. . https://doi.org/10.1177/00099228231200754",
10.1111/jan.16526,Disordered Eating in Early Adolescence: Disparities Among Minoritised Youth,2024,Brittany Daniel,,https://api.openalex.org/works?filter=doi:10.1111/jan.16526,,false,Closed,,,0,0.0,"Disordered eating, Psychology, Adolescent development, Developmental psychology, Clinical psychology, Eating disorders",,"Brittany Daniel, Avital Suissa, Jianfang Liu, Jean‐Marie Bruzzese, Kasey B. Jackman, Sarah I. Leonard","Daniel, B., Suissa, A., Liu, J., Bruzzese, J., Jackman, K. B., & Leonard, S. I. (2024). Disordered eating in early adolescence: disparities among minoritised youth. . https://doi.org/10.1111/jan.16526",
10.1037/abn0001016,Prevalence of disordered eating behaviors varies at the intersection of gender identity and sexual orientation among sexual and gender minority youth.,2025,Brooke L. Bennett,,https://api.openalex.org/works?filter=doi:10.1037/abn0001016,,false,Closed,,,0,0.0,"Sexual orientation, Disordered eating, Sexual minority, Binge eating, Psychology, Sexual identity, PsycINFO, Demography, Clinical psychology, Developmental psychology, Eating disorders, Social psychology, Human sexuality, MEDLINE, Gender studies, Political science, Sociology, Law",,"Brooke L. Bennett, Lauren N. Forrest, Rebecca M. Puhl, Ryan J. Watson","Bennett, B. L., Forrest, L. N., Puhl, R. M., & Watson, R. J. (2025). Prevalence of disordered eating behaviors varies at the intersection of gender identity and sexual orientation among sexual and gender minority youth.. . https://doi.org/10.1037/abn0001016",
10.1080/10640266.2024.2381908,“There is a paywall to my happiness”: the influence of socioeconomic determinants on transgender and gender diverse young adults’ experiences with eating disorders,2024,Jerel P. Calzo,,https://api.openalex.org/works?filter=doi:10.1080/10640266.2024.2381908,,false,Closed,,,2,0.999967,"Socioeconomic status, Transgender, Poverty, Psychology, Health equity, Mental health, Intersectionality, Gerontology, Eating disorders, Minority stress, Clinical psychology, Medicine, Social psychology, Sociology, Sexual orientation, Sexual minority, Psychiatry, Environmental health, Public health, Political science, Gender studies, Nursing, Population, Psychoanalysis, Law",,"Jerel P. Calzo, Jack Andrzejewski, Catalina Torres, Scout Silverstein, Ethan Lopez, Allegra R. Gordon","Calzo, J. P., Andrzejewski, J., Torres, C., Silverstein, S., Lopez, E., & Gordon, A. R. (2024). “there is a paywall to my happiness”: the influence of socioeconomic determinants on transgender and gender diverse young adults’ experiences with eating disorders. . https://doi.org/10.1080/10640266.2024.2381908",
10.1080/10640266.2024.2391208,"Losing, gaining, or staying the same: how do different weight change attempts relate to muscle dysmorphia and eating disorder symptoms across genders?",2024,Chloe White,,https://api.openalex.org/works?filter=doi:10.1080/10640266.2024.2391208,,false,Closed,,,1,0.762363,"Expansive, Weight change, Weight gain, Psychology, Weight loss, Psychological intervention, Disordered eating, Young adult, Clinical psychology, Transgender, Eating disorders, Obesity, Gerontology, Body weight, Developmental psychology, Medicine, Psychiatry, Materials science, Compressive strength, Internal medicine, Composite material, Psychoanalysis",,"Chloe White, Nelson Pang, Jason M. Nagata, Shannon L. Zaitsoff, Kyle T. Ganson","White, C., Pang, N., Nagata, J. M., Zaitsoff, S. L., & Ganson, K. T. (2024). Losing, gaining, or staying the same: how do different weight change attempts relate to muscle dysmorphia and eating disorder symptoms across genders?. . https://doi.org/10.1080/10640266.2024.2391208",
10.1080/10640266.2024.2365519,Pride and body image among transgender and nonbinary adults: the mediating role of body appreciation between gender identity pride and intuitive eating,2024,Zachary A. Soulliard,,https://api.openalex.org/works?filter=doi:10.1080/10640266.2024.2365519,,false,Closed,,,4,0.999967,"Pride, Transgender, Identity (music), Gender identity, Psychology, Stressor, Eating disorders, Social psychology, Developmental psychology, Clinical psychology, Psychoanalysis, Aesthetics, Political science, Art, Law",,"Zachary A. Soulliard, Thomas P. Le, Vic Yamasaki","Soulliard, Z. A., Le, T. P., & Yamasaki, V. (2024). Pride and body image among transgender and nonbinary adults: the mediating role of body appreciation between gender identity pride and intuitive eating. . https://doi.org/10.1080/10640266.2024.2365519",
10.1016/j.eatbeh.2020.101416,The relationship of the UPPS model of impulsivity on bulimic symptoms and non-suicidal self-injury in transgender youth,2020,Claire M. Peterson,,https://api.openalex.org/works?filter=doi:10.1016/j.eatbeh.2020.101416,,false,Closed,,,10,0.874662,"Sensation seeking, Impulsivity, Psychology, Binge eating, Bulimia nervosa, Clinical psychology, Transgender, Eating disorders, Disordered eating, Odds, Binge drinking, Psychiatry, Injury prevention, Poison control, Ethnic group, Suicide prevention, Personality, Logistic regression, Medicine, Medical emergency, Social psychology, Psychoanalysis, Internal medicine, Sociology, Anthropology",,"Claire M. Peterson, Constance A. Mara, Lee Ann E. Conard, Daniel H. Grossoehme","Peterson, C. M., Mara, C. A., Conard, L. A. E., & Grossoehme, D. H. (2020). The relationship of the upps model of impulsivity on bulimic symptoms and non-suicidal self-injury in transgender youth. . https://doi.org/10.1016/j.eatbeh.2020.101416",
10.1016/j.bodyim.2023.05.003,"Testing the associations between internalized cisgenderism, self-objectification, body shame, and mental health correlates in the framework of the pantheoretical model of dehumanization: A study in Chinese transgender adults",2023,Dinan Hong,,https://api.openalex.org/works?filter=doi:10.1016/j.bodyim.2023.05.003,,false,Closed,,,14,0.999952,"Shame, Psychology, Mental health, Clinical psychology, Disordered eating, Dehumanization, Eating disorders, Transgender, Suicidal ideation, Distress, Objectification, Poison control, Suicide prevention, Social psychology, Psychiatry, Medicine, Philosophy, Environmental health, Epistemology, Sociology, Anthropology, Psychoanalysis",,"Dinan Hong, Chanyuan Tang, Wesley R. Barnhart, Shuqi Cui, Jinbo He","Hong, D., Tang, C., Barnhart, W. R., Cui, S., & He, J. (2023). Testing the associations between internalized cisgenderism, self-objectification, body shame, and mental health correlates in the framework of the pantheoretical model of dehumanization: a study in chinese transgender adults. . https://doi.org/10.1016/j.bodyim.2023.05.003",
